voltage,current,power,power_factor,frequency,hour,day_of_week,apparent_power,reactive_power_estimate,power_change,power_ratio,voltage_deviation,frequency_deviation,power_factor_deviation,night_flag,high_load_flag,condition,label
226.39,4.096,492.45,0.531,50.043,8,1,927.293,785.762,-7.55,0.985,3.61,0.043,0.419,0,0,LOW_POWER_FACTOR,3
227.62,2.927,391.14,0.587,49.993,8,1,666.244,539.382,-108.86,0.782,2.38,0.007,0.363,0,0,LOW_POWER_FACTOR,3
228.38,5.803,599.02,0.452,49.987,8,1,1325.289,1182.182,99.02,1.198,1.62,0.013,0.498,0,0,LOW_POWER_FACTOR,3
227.89,3.352,527.79,0.691,49.977,8,1,763.887,552.18,27.79,1.056,2.11,0.023,0.259,0,0,LOW_POWER_FACTOR,3
227.56,5.027,597.14,0.522,50.026,9,1,1143.944,975.722,172.14,1.405,2.44,0.026,0.428,0,0,LOW_POWER_FACTOR,3
228.88,3.521,520.64,0.646,50.007,9,1,805.886,615.163,95.64,1.225,1.12,0.007,0.304,0,0,LOW_POWER_FACTOR,3
228.95,2.803,351.03,0.547,49.961,9,1,641.747,537.227,-73.97,0.826,1.05,0.039,0.403,0,0,LOW_POWER_FACTOR,3
232.89,2.251,286.77,0.547,50.013,9,1,524.235,438.855,-138.23,0.675,2.89,0.013,0.403,0,0,LOW_POWER_FACTOR,3
226.48,4.535,485.82,0.473,50.032,10,1,1027.087,904.928,60.82,1.143,3.52,0.032,0.477,0,0,LOW_POWER_FACTOR,3
231.04,3.994,596.06,0.646,49.951,10,1,922.774,704.388,171.06,1.402,1.04,0.049,0.304,0,0,LOW_POWER_FACTOR,3
228.38,2.215,318.7,0.63,50.012,10,1,505.862,392.85,-106.3,0.75,1.62,0.012,0.32,0,0,LOW_POWER_FACTOR,3
226.27,2.468,288.68,0.517,49.888,10,1,558.434,478.012,-136.32,0.679,3.73,0.112,0.433,0,0,LOW_POWER_FACTOR,3
230.38,2.797,335.09,0.52,49.997,11,1,644.373,550.402,-89.91,0.788,0.38,0.003,0.43,0,0,LOW_POWER_FACTOR,3
227.03,2.098,245.81,0.516,50.057,11,1,476.309,408.001,-179.19,0.578,2.97,0.057,0.434,0,0,LOW_POWER_FACTOR,3
229.83,4.637,515.84,0.484,49.92,11,1,1065.722,932.579,90.84,1.214,0.17,0.08,0.466,0,0,LOW_POWER_FACTOR,3
226.84,2.911,334.1,0.506,50.039,11,1,660.331,569.558,-90.9,0.786,3.16,0.039,0.444,0,0,LOW_POWER_FACTOR,3
234.01,5.299,581.55,0.469,49.989,12,1,1240.019,1095.182,156.55,1.368,4.01,0.011,0.481,0,0,LOW_POWER_FACTOR,3
230.76,2.995,460.28,0.666,49.969,12,1,691.126,515.547,35.28,1.083,0.76,0.031,0.284,0,0,LOW_POWER_FACTOR,3
227.84,4.679,501.01,0.47,50.1,12,1,1066.063,940.978,76.01,1.179,2.16,0.1,0.48,0,0,LOW_POWER_FACTOR,3
228.29,2.925,394.61,0.591,50.004,12,1,667.748,538.654,-30.39,0.928,1.71,0.004,0.359,0,0,LOW_POWER_FACTOR,3
230.43,2.36,359.42,0.661,49.998,13,1,543.815,408.071,-65.58,0.846,0.43,0.002,0.289,0,0,LOW_POWER_FACTOR,3
229.38,2.722,409.66,0.656,50.0,13,1,624.372,471.252,-15.34,0.964,0.62,0.0,0.294,0,0,LOW_POWER_FACTOR,3
230.28,4.225,517.58,0.532,49.987,13,1,972.933,823.826,92.58,1.218,0.28,0.013,0.418,0,0,LOW_POWER_FACTOR,3
228.05,2.529,351.17,0.609,49.988,13,1,576.738,457.452,-73.83,0.826,1.95,0.012,0.341,0,0,LOW_POWER_FACTOR,3
229.97,2.555,397.78,0.677,49.994,14,1,587.573,432.444,-27.22,0.936,0.03,0.006,0.273,0,0,LOW_POWER_FACTOR,3
231.63,2.27,348.64,0.663,50.014,14,1,525.8,393.624,-76.36,0.82,1.63,0.014,0.287,0,0,LOW_POWER_FACTOR,3
227.85,3.352,424.69,0.556,50.003,14,1,763.753,634.818,-0.31,0.999,2.15,0.003,0.394,0,0,LOW_POWER_FACTOR,3
227.1,1.826,276.14,0.666,49.95,14,1,414.685,309.335,-148.86,0.65,2.9,0.05,0.284,0,0,LOW_POWER_FACTOR,3
228.58,3.444,420.33,0.534,50.006,15,1,787.23,665.59,-4.67,0.989,1.42,0.006,0.416,0,0,LOW_POWER_FACTOR,3
229.38,3.228,517.57,0.699,49.977,15,1,740.439,529.504,92.57,1.218,0.62,0.023,0.251,0,0,LOW_POWER_FACTOR,3
232.51,1.859,279.72,0.647,49.928,15,1,432.236,329.576,-145.28,0.658,2.51,0.072,0.303,0,0,LOW_POWER_FACTOR,3
230.69,3.605,401.65,0.483,49.959,15,1,831.637,728.199,-23.35,0.945,0.69,0.041,0.467,0,0,LOW_POWER_FACTOR,3
229.57,5.412,581.44,0.468,50.025,16,1,1242.433,1097.973,156.44,1.368,0.43,0.025,0.482,0,0,LOW_POWER_FACTOR,3
233.18,4.873,586.35,0.516,50.013,16,1,1136.286,973.33,161.35,1.38,3.18,0.013,0.434,0,0,LOW_POWER_FACTOR,3
230.84,2.372,364.73,0.666,50.0,16,1,547.552,408.448,-60.27,0.858,0.84,0.0,0.284,0,0,LOW_POWER_FACTOR,3
229.58,4.103,567.06,0.602,50.061,16,1,941.967,752.157,142.06,1.334,0.42,0.061,0.348,0,0,LOW_POWER_FACTOR,3
232.94,4.638,684.89,0.634,49.898,17,1,1080.376,835.49,-65.11,0.913,2.94,0.102,0.316,0,0,LOW_POWER_FACTOR,3
231.37,6.149,830.91,0.584,50.003,17,1,1422.694,1154.877,80.91,1.108,1.37,0.003,0.366,0,0,LOW_POWER_FACTOR,3
230.65,5.245,643.65,0.532,50.043,17,1,1209.759,1024.357,-106.35,0.858,0.65,0.043,0.418,0,0,LOW_POWER_FACTOR,3
229.2,4.003,620.21,0.676,50.002,17,1,917.488,676.098,-129.79,0.827,0.8,0.002,0.274,0,0,LOW_POWER_FACTOR,3
228.58,5.9,647.35,0.48,49.935,18,1,1348.622,1183.104,-102.65,0.863,1.42,0.065,0.47,0,0,LOW_POWER_FACTOR,3
227.18,5.234,690.79,0.581,50.08,18,1,1189.06,967.78,-59.21,0.921,2.82,0.08,0.369,0,0,LOW_POWER_FACTOR,3
226.6,4.744,661.11,0.615,49.938,18,1,1074.99,847.659,-88.89,0.881,3.4,0.062,0.335,0,0,LOW_POWER_FACTOR,3
231.03,4.492,572.91,0.552,50.03,18,1,1037.787,865.352,-177.09,0.764,1.03,0.03,0.398,0,0,LOW_POWER_FACTOR,3
230.31,6.716,838.33,0.542,50.024,19,1,1546.762,1299.865,88.33,1.118,0.31,0.024,0.408,0,0,LOW_POWER_FACTOR,3
227.77,6.071,716.33,0.518,50.054,19,1,1382.792,1182.813,-33.67,0.955,2.23,0.054,0.432,0,0,LOW_POWER_FACTOR,3
230.13,5.143,572.82,0.484,50.01,19,1,1183.559,1035.694,-177.18,0.764,0.13,0.01,0.466,0,0,LOW_POWER_FACTOR,3
233.99,6.585,867.52,0.563,49.957,19,1,1540.824,1273.425,117.52,1.157,3.99,0.043,0.387,0,0,LOW_POWER_FACTOR,3
229.99,4.119,613.91,0.648,49.989,20,1,947.329,721.524,-136.09,0.819,0.01,0.011,0.302,0,0,LOW_POWER_FACTOR,3
231.19,5.853,776.69,0.574,49.994,20,1,1353.155,1108.038,26.69,1.036,1.19,0.006,0.376,0,0,LOW_POWER_FACTOR,3
232.05,6.57,899.49,0.59,49.943,20,1,1524.569,1230.942,149.49,1.199,2.05,0.057,0.36,0,0,LOW_POWER_FACTOR,3
232.51,6.91,853.15,0.531,50.015,20,1,1606.644,1361.425,103.15,1.138,2.51,0.015,0.419,0,0,LOW_POWER_FACTOR,3
228.72,5.622,804.92,0.626,50.071,21,1,1285.864,1002.746,54.92,1.073,1.28,0.071,0.324,0,0,LOW_POWER_FACTOR,3
234.14,3.865,563.8,0.623,50.041,21,1,904.951,707.873,-186.2,0.752,4.14,0.041,0.327,0,0,LOW_POWER_FACTOR,3
231.05,5.885,855.23,0.629,50.015,21,1,1359.729,1057.061,105.23,1.14,1.05,0.015,0.321,0,0,LOW_POWER_FACTOR,3
225.96,4.244,662.62,0.691,50.031,21,1,958.974,693.199,-87.38,0.883,4.04,0.031,0.259,0,0,LOW_POWER_FACTOR,3
230.41,2.83,406.88,0.624,49.999,22,1,652.06,509.536,56.88,1.163,0.41,0.001,0.326,0,0,LOW_POWER_FACTOR,3
231.88,2.894,329.46,0.491,50.007,22,1,671.061,584.601,-20.54,0.941,1.88,0.007,0.459,0,0,LOW_POWER_FACTOR,3
227.93,1.632,243.3,0.654,49.99,22,1,371.982,281.402,-106.7,0.695,2.07,0.01,0.296,0,0,LOW_POWER_FACTOR,3
227.85,3.683,408.65,0.487,50.036,22,1,839.172,732.934,58.65,1.168,2.15,0.036,0.463,0,0,LOW_POWER_FACTOR,3
230.21,4.214,448.24,0.462,50.043,23,1,970.105,860.367,98.24,1.281,0.21,0.043,0.488,0,0,LOW_POWER_FACTOR,3
230.86,3.514,396.67,0.489,50.029,23,1,811.242,707.633,46.67,1.133,0.86,0.029,0.461,0,0,LOW_POWER_FACTOR,3
229.27,2.67,356.88,0.583,49.967,23,1,612.151,497.356,6.88,1.02,0.73,0.033,0.367,0,0,LOW_POWER_FACTOR,3
228.21,2.538,388.66,0.671,49.887,23,1,579.197,429.45,38.66,1.11,1.79,0.113,0.279,0,0,LOW_POWER_FACTOR,3
227.91,1.212,177.13,0.641,50.032,0,2,276.227,212.015,47.13,1.363,2.09,0.032,0.309,1,0,LOW_POWER_FACTOR,3
226.05,1.046,143.49,0.607,50.006,0,2,236.448,187.906,13.49,1.104,3.95,0.006,0.343,1,0,LOW_POWER_FACTOR,3
229.15,1.05,155.41,0.646,50.082,0,2,240.608,183.665,25.41,1.195,0.85,0.082,0.304,1,0,LOW_POWER_FACTOR,3
232.8,1.539,167.29,0.467,50.075,0,2,358.279,316.811,37.29,1.287,2.8,0.075,0.483,1,0,LOW_POWER_FACTOR,3
230.74,1.075,137.67,0.555,49.964,1,2,248.046,206.337,7.67,1.059,0.74,0.036,0.395,1,0,LOW_POWER_FACTOR,3
232.6,0.654,106.33,0.699,49.987,1,2,152.12,108.785,-23.67,0.818,2.6,0.013,0.251,1,0,LOW_POWER_FACTOR,3
230.51,0.691,82.4,0.517,50.008,1,2,159.282,136.343,-47.6,0.634,0.51,0.008,0.433,1,0,LOW_POWER_FACTOR,3
226.21,1.168,171.24,0.648,50.004,1,2,264.213,201.235,41.24,1.317,3.79,0.004,0.302,1,0,LOW_POWER_FACTOR,3
232.74,0.937,117.36,0.538,49.948,2,2,218.077,183.827,-12.64,0.903,2.74,0.052,0.412,1,0,LOW_POWER_FACTOR,3
230.75,0.862,136.58,0.687,50.026,2,2,198.906,144.537,6.58,1.051,0.75,0.026,0.263,1,0,LOW_POWER_FACTOR,3
230.94,0.761,93.44,0.532,50.024,2,2,175.745,148.811,-36.56,0.719,0.94,0.024,0.418,1,0,LOW_POWER_FACTOR,3
228.06,0.932,127.77,0.601,49.981,2,2,212.552,169.882,-2.23,0.983,1.94,0.019,0.349,1,0,LOW_POWER_FACTOR,3
230.91,0.592,72.33,0.529,50.047,3,2,136.699,116.006,-57.67,0.556,0.91,0.047,0.421,1,0,LOW_POWER_FACTOR,3
233.97,0.618,99.16,0.686,49.923,3,2,144.593,105.206,-30.84,0.763,3.97,0.077,0.264,1,0,LOW_POWER_FACTOR,3
231.56,0.967,136.53,0.61,49.936,3,2,223.919,177.433,6.53,1.05,1.56,0.064,0.34,1,0,LOW_POWER_FACTOR,3
233.92,0.843,90.91,0.461,49.995,3,2,197.195,174.99,-39.09,0.699,3.92,0.005,0.489,1,0,LOW_POWER_FACTOR,3
228.72,1.068,130.17,0.533,49.997,4,2,244.273,206.683,0.17,1.001,1.28,0.003,0.417,1,0,LOW_POWER_FACTOR,3
229.32,1.103,150.54,0.595,49.957,4,2,252.94,203.294,20.54,1.158,0.68,0.043,0.355,1,0,LOW_POWER_FACTOR,3
229.1,1.209,128.21,0.463,49.956,4,2,276.982,245.505,-1.79,0.986,0.9,0.044,0.487,1,0,LOW_POWER_FACTOR,3
228.25,0.657,88.2,0.588,50.04,4,2,149.96,121.297,-41.8,0.678,1.75,0.04,0.362,1,0,LOW_POWER_FACTOR,3
229.78,1.285,142.96,0.484,50.017,5,2,295.267,258.379,12.96,1.1,0.22,0.017,0.466,1,0,LOW_POWER_FACTOR,3
228.87,0.888,132.46,0.652,49.994,5,2,203.237,154.098,2.46,1.019,1.13,0.006,0.298,1,0,LOW_POWER_FACTOR,3
231.09,1.118,176.47,0.683,49.888,5,2,258.359,188.71,46.47,1.357,1.09,0.112,0.267,1,0,LOW_POWER_FACTOR,3
226.58,0.851,127.52,0.661,50.045,5,2,192.82,144.689,-2.48,0.981,3.42,0.045,0.289,1,0,LOW_POWER_FACTOR,3
231.85,3.976,485.75,0.527,50.047,6,2,921.836,783.436,-14.25,0.972,1.85,0.047,0.423,0,0,LOW_POWER_FACTOR,3
230.11,3.871,561.21,0.63,50.006,6,2,890.756,691.757,61.21,1.122,0.11,0.006,0.32,0,0,LOW_POWER_FACTOR,3
230.52,3.572,398.53,0.484,50.018,6,2,823.417,720.546,-101.47,0.797,0.52,0.018,0.466,0,0,LOW_POWER_FACTOR,3
229.94,3.322,445.31,0.583,49.98,6,2,763.861,620.616,-54.69,0.891,0.06,0.02,0.367,0,0,LOW_POWER_FACTOR,3
231.07,2.587,396.91,0.664,49.993,7,2,597.778,446.978,-103.09,0.794,1.07,0.007,0.286,0,0,LOW_POWER_FACTOR,3
230.37,3.401,510.88,0.652,49.97,7,2,783.488,594.056,10.88,1.022,0.37,0.03,0.298,0,0,LOW_POWER_FACTOR,3
232.41,5.123,575.09,0.483,50.062,7,2,1190.636,1042.545,75.09,1.15,2.41,0.062,0.467,0,0,LOW_POWER_FACTOR,3
231.21,4.709,516.11,0.474,50.038,7,2,1088.768,958.687,16.11,1.032,1.21,0.038,0.476,0,0,LOW_POWER_FACTOR,3
229.26,6.107,644.09,0.46,50.067,8,2,1400.091,1243.167,144.09,1.288,0.74,0.067,0.49,0,0,LOW_POWER_FACTOR,3
229.06,4.338,684.6,0.689,49.922,8,2,993.662,720.168,184.6,1.369,0.94,0.078,0.261,0,0,LOW_POWER_FACTOR,3
228.48,3.773,530.99,0.616,50.078,8,2,862.055,679.081,30.99,1.062,1.52,0.078,0.334,0,0,LOW_POWER_FACTOR,3
231.67,3.611,391.56,0.468,49.982,8,2,836.56,739.292,-108.44,0.783,1.67,0.018,0.482,0,0,LOW_POWER_FACTOR,3
227.36,3.267,413.68,0.557,50.06,9,2,742.785,616.892,-11.32,0.973,2.64,0.06,0.393,0,0,LOW_POWER_FACTOR,3
227.55,3.168,441.9,0.613,50.055,9,2,720.878,569.554,16.9,1.04,2.45,0.055,0.337,0,0,LOW_POWER_FACTOR,3
225.87,4.623,477.22,0.457,50.036,9,2,1044.197,928.778,52.22,1.123,4.13,0.036,0.493,0,0,LOW_POWER_FACTOR,3
226.75,3.7,574.64,0.685,49.982,9,2,838.975,611.229,149.64,1.352,3.25,0.018,0.265,0,0,LOW_POWER_FACTOR,3
227.56,4.111,523.0,0.559,50.039,10,2,935.499,775.686,98.0,1.231,2.44,0.039,0.391,0,0,LOW_POWER_FACTOR,3
229.54,3.761,562.03,0.651,50.055,10,2,863.3,655.312,137.03,1.322,0.46,0.055,0.299,0,0,LOW_POWER_FACTOR,3
231.73,2.007,257.7,0.554,49.97,10,2,465.082,387.189,-167.3,0.606,1.73,0.03,0.396,0,0,LOW_POWER_FACTOR,3
224.59,4.983,590.91,0.528,50.046,10,2,1119.132,950.417,165.91,1.39,5.41,0.046,0.422,0,0,LOW_POWER_FACTOR,3
230.8,2.525,379.97,0.652,49.979,11,2,582.77,441.867,-45.03,0.894,0.8,0.021,0.298,0,0,LOW_POWER_FACTOR,3
233.03,3.038,363.87,0.514,49.96,11,2,707.945,607.268,-61.13,0.856,3.03,0.04,0.436,0,0,LOW_POWER_FACTOR,3
228.94,3.446,519.85,0.659,50.042,11,2,788.927,593.386,94.85,1.223,1.06,0.042,0.291,0,0,LOW_POWER_FACTOR,3
227.96,3.838,548.51,0.627,50.018,11,2,874.91,681.572,123.51,1.291,2.04,0.018,0.323,0,0,LOW_POWER_FACTOR,3
230.71,3.81,453.51,0.516,49.965,12,2,879.005,752.946,28.51,1.067,0.71,0.035,0.434,0,0,LOW_POWER_FACTOR,3
228.95,3.815,560.73,0.642,49.948,12,2,873.444,669.674,135.73,1.319,1.05,0.052,0.308,0,0,LOW_POWER_FACTOR,3
229.02,2.66,387.41,0.636,49.98,12,2,609.193,470.108,-37.59,0.912,0.98,0.02,0.314,0,0,LOW_POWER_FACTOR,3
224.82,2.739,417.56,0.678,49.944,12,2,615.782,452.638,-7.44,0.982,5.18,0.056,0.272,0,0,LOW_POWER_FACTOR,3
231.65,1.922,295.6,0.664,49.963,13,2,445.231,332.914,-129.4,0.696,1.65,0.037,0.286,0,0,LOW_POWER_FACTOR,3
230.83,3.931,552.64,0.609,49.923,13,2,907.393,719.717,127.64,1.3,0.83,0.077,0.341,0,0,LOW_POWER_FACTOR,3
229.0,2.344,359.12,0.669,50.032,13,2,536.776,398.965,-65.88,0.845,1.0,0.032,0.281,0,0,LOW_POWER_FACTOR,3
230.08,3.967,541.18,0.593,49.983,13,2,912.727,734.93,116.18,1.273,0.08,0.017,0.357,0,0,LOW_POWER_FACTOR,3
229.57,2.73,428.75,0.684,50.003,14,2,626.726,457.185,3.75,1.009,0.43,0.003,0.266,0,0,LOW_POWER_FACTOR,3
232.45,1.708,272.73,0.687,49.954,14,2,397.025,288.501,-152.27,0.642,2.45,0.046,0.263,0,0,LOW_POWER_FACTOR,3
229.4,2.719,319.36,0.512,49.946,14,2,623.739,535.782,-105.64,0.751,0.6,0.054,0.438,0,0,LOW_POWER_FACTOR,3
229.61,2.69,368.76,0.597,49.96,14,2,617.651,495.505,-56.24,0.868,0.39,0.04,0.353,0,0,LOW_POWER_FACTOR,3
231.33,4.606,591.3,0.555,50.026,15,2,1065.506,886.342,166.3,1.391,1.33,0.026,0.395,0,0,LOW_POWER_FACTOR,3
230.0,3.449,492.66,0.621,50.008,15,2,793.27,621.773,67.66,1.159,0.0,0.008,0.329,0,0,LOW_POWER_FACTOR,3
231.68,4.08,554.91,0.587,49.856,15,2,945.254,765.266,129.91,1.306,1.68,0.144,0.363,0,0,LOW_POWER_FACTOR,3
227.63,3.511,557.1,0.697,50.035,15,2,799.209,573.09,132.1,1.311,2.37,0.035,0.253,0,0,LOW_POWER_FACTOR,3
229.78,11.392,2358.6,0.901,50.05,16,2,2617.654,1135.588,1933.6,5.55,0.22,0.05,0.049,0,1,NIGHT_ANOMALY,4
228.38,9.247,1985.22,0.94,50.038,16,2,2111.83,720.502,1560.22,4.671,1.62,0.038,0.01,0,1,NIGHT_ANOMALY,4
226.6,10.327,2143.5,0.916,49.975,16,2,2340.098,938.797,1718.5,5.044,3.4,0.025,0.034,0,1,NIGHT_ANOMALY,4
227.72,9.841,2135.66,0.953,50.072,16,2,2240.993,678.954,1710.66,5.025,2.28,0.072,0.003,0,1,NIGHT_ANOMALY,4
230.3,10.714,2408.28,0.976,50.049,17,2,2467.434,537.334,1658.28,3.211,0.3,0.049,0.026,0,1,NIGHT_ANOMALY,4
229.12,9.741,2017.54,0.904,49.964,17,2,2231.858,954.192,1267.54,2.69,0.88,0.036,0.046,0,1,NIGHT_ANOMALY,4
230.91,10.671,2375.36,0.964,49.994,17,2,2464.041,655.194,1625.36,3.167,0.91,0.006,0.014,0,1,NIGHT_ANOMALY,4
230.57,7.402,1677.75,0.983,49.965,17,2,1706.679,313.356,927.75,2.237,0.57,0.035,0.033,0,1,NIGHT_ANOMALY,4
228.1,6.305,1382.08,0.961,50.002,18,2,1438.17,397.724,632.08,1.843,1.9,0.002,0.011,0,0,NIGHT_ANOMALY,4
228.72,7.733,1659.12,0.938,50.09,18,2,1768.692,613.091,909.12,2.212,1.28,0.09,0.012,0,1,NIGHT_ANOMALY,4
231.28,7.99,1672.44,0.905,49.995,18,2,1847.927,786.13,922.44,2.23,1.28,0.005,0.045,0,1,NIGHT_ANOMALY,4
227.58,11.551,2439.52,0.928,50.062,18,2,2628.777,979.43,1689.52,3.253,2.42,0.062,0.022,0,1,NIGHT_ANOMALY,4
233.31,9.802,2124.6,0.929,49.994,19,2,2286.905,846.337,1374.6,2.833,3.31,0.006,0.021,0,1,NIGHT_ANOMALY,4
232.78,10.032,2209.06,0.946,50.054,19,2,2335.249,757.01,1459.06,2.945,2.78,0.054,0.004,0,1,NIGHT_ANOMALY,4
227.76,11.976,2473.99,0.907,49.978,19,2,2727.654,1148.699,1723.99,3.299,2.24,0.022,0.043,0,1,NIGHT_ANOMALY,4
231.45,7.101,1615.66,0.983,50.03,19,2,1643.526,301.761,865.66,2.154,1.45,0.03,0.033,0,1,NIGHT_ANOMALY,4
227.06,10.612,2320.3,0.963,50.012,20,2,2409.561,649.38,1570.3,3.094,2.94,0.012,0.013,0,1,NIGHT_ANOMALY,4
227.18,7.637,1695.14,0.977,49.99,20,2,1734.974,369.965,945.14,2.26,2.82,0.01,0.027,0,1,NIGHT_ANOMALY,4
234.05,8.913,2013.01,0.965,49.938,20,2,2086.088,547.076,1263.01,2.684,4.05,0.062,0.015,0,1,NIGHT_ANOMALY,4
231.37,8.987,1956.62,0.941,50.017,20,2,2079.322,703.656,1206.62,2.609,1.37,0.017,0.009,0,1,NIGHT_ANOMALY,4
227.38,10.372,2231.08,0.946,50.018,21,2,2358.385,764.51,1481.08,2.975,2.62,0.018,0.004,0,1,NIGHT_ANOMALY,4
230.0,10.986,2430.86,0.962,50.038,21,2,2526.78,689.936,1680.86,3.241,0.0,0.038,0.012,0,1,NIGHT_ANOMALY,4
233.21,8.049,1800.13,0.959,50.047,21,2,1877.107,531.984,1050.13,2.4,3.21,0.047,0.009,0,1,NIGHT_ANOMALY,4
229.19,6.741,1512.46,0.979,50.047,21,2,1544.97,314.958,762.46,2.017,0.81,0.047,0.029,0,1,NIGHT_ANOMALY,4
226.11,10.873,2347.77,0.955,50.003,22,2,2458.494,729.204,1997.77,6.708,3.89,0.003,0.005,0,1,NIGHT_ANOMALY,4
232.32,7.758,1762.79,0.978,50.049,22,2,1802.339,375.977,1412.79,5.037,2.32,0.049,0.028,0,1,NIGHT_ANOMALY,4
230.05,6.171,1316.04,0.927,50.026,22,2,1419.639,532.452,966.04,3.76,0.05,0.026,0.023,0,1,NIGHT_ANOMALY,4
229.41,10.633,2246.69,0.921,49.95,22,2,2439.317,950.266,1896.69,6.419,0.59,0.05,0.029,0,1,NIGHT_ANOMALY,4
230.37,9.713,2199.54,0.983,50.014,23,2,2237.584,410.833,1849.54,6.284,0.37,0.014,0.033,0,1,NIGHT_ANOMALY,4
232.92,10.524,2331.17,0.951,50.033,23,2,2451.25,757.904,1981.17,6.66,2.92,0.033,0.001,0,1,NIGHT_ANOMALY,4
229.65,6.202,1330.28,0.934,50.035,23,2,1424.289,508.86,980.28,3.801,0.35,0.035,0.016,0,1,NIGHT_ANOMALY,4
225.76,9.107,1877.13,0.913,50.016,23,2,2055.996,838.763,1527.13,5.363,4.24,0.016,0.037,0,1,NIGHT_ANOMALY,4
227.02,10.896,2416.75,0.977,49.971,0,3,2473.61,527.471,2286.75,18.59,2.98,0.029,0.027,1,1,NIGHT_ANOMALY,4
224.37,10.082,2069.86,0.915,49.922,0,3,2262.098,912.652,1939.86,15.922,5.63,0.078,0.035,1,1,NIGHT_ANOMALY,4
229.88,10.028,2219.88,0.963,50.04,0,3,2305.237,621.264,2089.88,17.076,0.12,0.04,0.013,1,1,NIGHT_ANOMALY,4
228.53,6.841,1421.06,0.909,49.937,0,3,1563.374,651.608,1291.06,10.931,1.47,0.063,0.041,1,1,NIGHT_ANOMALY,4
229.84,8.985,2015.53,0.976,49.986,1,3,2065.112,449.721,1885.53,15.504,0.16,0.014,0.026,1,1,NIGHT_ANOMALY,4
227.94,11.444,2386.75,0.915,50.061,1,3,2608.545,1052.428,2256.75,18.36,2.06,0.061,0.035,1,1,NIGHT_ANOMALY,4
231.92,8.197,1828.79,0.962,49.991,1,3,1901.048,519.08,1698.79,14.068,1.92,0.009,0.012,1,1,NIGHT_ANOMALY,4
227.89,7.091,1457.54,0.902,50.02,1,3,1615.968,697.672,1327.54,11.212,2.11,0.02,0.048,1,1,NIGHT_ANOMALY,4
228.83,9.508,2099.46,0.965,50.054,2,3,2175.716,570.581,1969.46,16.15,1.17,0.054,0.015,1,1,NIGHT_ANOMALY,4
230.67,6.401,1436.55,0.973,50.013,2,3,1476.519,340.788,1306.55,11.05,0.67,0.013,0.023,1,1,NIGHT_ANOMALY,4
232.93,9.905,2247.29,0.974,49.918,2,3,2307.172,522.685,2117.29,17.287,2.93,0.082,0.024,1,1,NIGHT_ANOMALY,4
232.04,10.259,2166.29,0.91,49.979,2,3,2380.498,986.974,2036.29,16.664,2.04,0.021,0.04,1,1,NIGHT_ANOMALY,4
225.91,10.792,2364.81,0.97,49.843,3,3,2438.021,592.695,2234.81,18.191,4.09,0.157,0.02,1,1,NIGHT_ANOMALY,4
231.76,8.82,1935.72,0.947,49.964,3,3,2044.123,656.641,1805.72,14.89,1.76,0.036,0.003,1,1,NIGHT_ANOMALY,4
233.68,10.77,2448.68,0.973,50.042,3,3,2516.734,580.875,2318.68,18.836,3.68,0.042,0.023,1,1,NIGHT_ANOMALY,4
228.18,8.419,1873.03,0.975,50.06,3,3,1921.047,426.866,1743.03,14.408,1.82,0.06,0.025,1,1,NIGHT_ANOMALY,4
230.63,6.32,1341.04,0.92,49.975,4,3,1457.582,571.253,1211.04,10.316,0.63,0.025,0.03,1,1,NIGHT_ANOMALY,4
226.82,6.85,1423.27,0.916,49.899,4,3,1553.717,623.317,1293.27,10.948,3.18,0.101,0.034,1,1,NIGHT_ANOMALY,4
228.6,6.919,1510.57,0.955,50.026,4,3,1581.683,469.136,1380.57,11.62,1.4,0.026,0.005,1,1,NIGHT_ANOMALY,4
228.94,6.585,1426.17,0.946,50.02,4,3,1507.57,488.704,1296.17,10.971,1.06,0.02,0.004,1,1,NIGHT_ANOMALY,4
228.99,8.671,1844.67,0.929,49.997,5,3,1985.572,734.82,1714.67,14.19,1.01,0.003,0.021,1,1,NIGHT_ANOMALY,4
232.12,9.305,2053.97,0.951,49.993,5,3,2159.877,667.814,1923.97,15.8,2.12,0.007,0.001,1,1,NIGHT_ANOMALY,4
230.05,6.132,1300.69,0.922,50.007,5,3,1410.667,546.196,1170.69,10.005,0.05,0.007,0.028,1,1,NIGHT_ANOMALY,4
229.69,7.952,1733.44,0.949,49.936,5,3,1826.495,575.85,1603.44,13.334,0.31,0.064,0.001,1,1,NIGHT_ANOMALY,4
231.39,7.711,1611.08,0.903,50.027,6,3,1784.248,766.585,1111.08,3.222,1.39,0.027,0.047,0,1,NIGHT_ANOMALY,4
232.08,7.432,1659.2,0.962,50.02,6,3,1724.819,470.961,1159.2,3.318,2.08,0.02,0.012,0,1,NIGHT_ANOMALY,4
228.35,6.643,1488.18,0.981,50.005,6,3,1516.929,294.296,988.18,2.976,1.65,0.005,0.031,0,1,NIGHT_ANOMALY,4
228.92,10.531,2297.43,0.953,50.022,6,3,2410.757,730.388,1797.43,4.595,1.08,0.022,0.003,0,1,NIGHT_ANOMALY,4
230.94,10.288,2143.17,0.902,49.933,7,3,2375.911,1025.766,1643.17,4.286,0.94,0.067,0.048,0,1,NIGHT_ANOMALY,4
226.03,6.686,1360.08,0.9,49.889,7,3,1511.237,658.733,860.08,2.72,3.97,0.111,0.05,0,1,NIGHT_ANOMALY,4
